,loss,accuracy,val_loss,val_accuracy

0,0.2021096646785736,0.9139500260353088,0.11764941364526749,0.9516000151634216

1,0.173115074634552,0.9299499988555908,0.09747174382209778,0.9607999920845032

2,0.16233624517917633,0.9356499910354614,0.14218728244304657,0.9476000070571899

3,0.1639237254858017,0.933899998664856,0.13404053449630737,0.9503999948501587

4,0.15943925082683563,0.9364500045776367,0.10100283473730087,0.9617999792098999

5,0.15906795859336853,0.9363499879837036,0.11016067117452621,0.9589999914169312

6,0.1621478646993637,0.9352999925613403,0.10433921962976456,0.9611999988555908

7,0.1552070677280426,0.9378499984741211,0.10200316458940506,0.9617999792098999

8,0.15415722131729126,0.9378499984741211,0.10633689165115356,0.9593999981880188

9,0.15884000062942505,0.9378499984741211,0.11729098111391068,0.9571999907493591

Neste caso temos um aumento significativo com relação a ultilizar tecnicas de transferencia de aprendizado, o pre-processamento de determinado modelo por um computador de maior potencia resulta em um modelo de aprendizado com capaciade de aprendizado bem maior que o normal
